Date,Startup Name,Industry,Sub-vertical,Location,Investors,Investment Type,Amount in USD,Website URL
09-11-2015,BigStylist.com,,Beauty and Wellness Marketplace,Mumbai,Info Edge,Private Equity,1000000,
09-11-2015,Skoov.com,,eCommerce Product Search Engine,Mumbai,undisclosed investor,Seed Funding,150000,http://skoov.com/
09-11-2015,Didi,,On-demand Maids Service Provider,Mumbai,"Jozef Bardik, Leo Wang Sangeeth Ram",Seed Funding,150000,http://mydidi.in/
06-11-2015,Soothe Healthcare,,affordable Personal Healthcare Products,Noida,Saina Nehwal,Seed Funding,,
06-11-2015,RepUp,,Online Reputation Management Platform,Gurgaon,Indian Angel Network,Seed Funding,,http://repup.co/
06-11-2015,Satvacart,,Online Grocery platform,Gurgaon,Undisclosed HNIs,Private Equity,1800000,http://www.satvacart.com/
06-11-2015,POPxo.com,,Online content platform for women,New Delhi,"IDG Ventures India, Kalaari Capital, 500 Startups",Private Equity,2000000,
06-11-2015,SparesHub,,Online Vehicle Spare Parts etailer,Pune,"Hyderabad Angels, M&S Partners",Seed Funding,460000,http://spareshub.com/
06-11-2015,Yuvi Hospitality,,Premium dining Lounges & restaurants,Gurgaon,Chandralekha Construction Pvt. Ltd.,Private Equity,15000000,
06-11-2015,Explara,,Event Ticketing platform,Pune,"Hyderabad Angels, Singapore Angel Network, Ness Wadia",Private Equity,490000,http://www.Explara.com
05-11-2015,BookMyBai,,Domestic Help Aggregation platform,Mumbai,Vineel Nalla & Others,Seed Funding,150000,http://www.bookmybai.com/
05-11-2015,Bobble,,Selfie Mobile App,New Delhi,SAIF Partners & others,Private Equity,,http://bobbleapp.me/
05-11-2015,MyIndianStay,,Home Stay & room rentals platform,Goa,Undisclosed investors,Seed Funding,200000,http://myindianstay.com/
04-11-2015,YourDOST,,Online Counselling and psychological support platform,Gwalior,"Phanindra Sama, Aprameya Radhakrishna, Aneesh Reddy, Neeraj Jawalkar, Sanjay Anandaram, Pavan Ongole, Venk Krishnan",Seed Funding,400000,https://yourdost.com/#!
04-11-2015,Paytunes,,Voice Call incentivization mobile app,New Delhi,CIO Angel Network,Seed Funding,,https://www.paytunes.in/paytunes/front
04-11-2015,Shirsa Labs,,Digital Intelligent learning platform,Mumbai,ah! Ventures,Seed Funding,250000,http://shirsa.in/
03-11-2015,Pokkt,,Alternate Mobile Monetization platform,Mumbai,"Segnel Venture, Shinji Kimura, Sundar Chanrai, JAFCO Asia, SingTel’s Innov8, Jungle Ventures, K Ganesh",Private Equity,5000000,http://www.pokkt.com/main
03-11-2015,Bidgely,,Efficient Energy Management platform,USA/India,"Constellation Technology Ventures (Exelon Corporation), E.ON, RWE, Khosla Ventures",Private Equity,16600000,http://www.bidgely.com/
03-11-2015,Deyor Rooms,,Budget Hotels Aggregator,New Delhi,Dheeraj Jain & Others,Seed Funding,500000,
03-11-2015,Stuffed,,Quick Service Restaurant & Online Delivery,Mumbai,Riqueza Capital,Seed Funding,385000,http://stuffed.co.in/
03-11-2015,LoanBaba,,Online Loans Marketplace,Mumbai,,Seed Funding,320000,https://loanbaba.com/
03-11-2015,Sabse,,WiFi – first Cloud communication platform,Mumbai,Ratan Tata,Private Equity,,http://www.sabse.com/
03-11-2015,Findyahan,,hyperlocal online Services platform,Noida,Times Group Brand Capital,Private Equity,,http://www.findyahan.com/
03-11-2015,boibanit,,Online Food Ordering Marketplace,Vadodara,"Varun Ahuja, Anubhav Verma",Seed Funding,150000,
02-11-2015,CityFlo,,Bus Aggregation and rental mobile app,Mumbai,IDG Ventures,Seed Funding,750000,https://www.cityflo.com/
02-11-2015,Twigly,,Online Food Ordering & Delivery platform,Gurgaon,"Amit Gupta, Sahil Barua, Mukul Singhal, Tracxn Labs",Seed Funding,200000,http://twigly.in/
31-10-2015,Jugnoo,,Autorickshaw Aggregator & Booking platform,Chandigarh,Paytm,Private Equity,10000000,https://jugnoo.in/
30-10-2015,TinyOwl,,Food Discovery & Delivery Mobile app,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity,7500000,
30-10-2015,Niki.ai,,Artificial Intelligence Ecommerce Chatbot,Bangalore,Unilazer Ventures,Seed Funding,,https://niki.ai/
30-10-2015,Instavans,,Truck Aggregator & Logistics service,Bangalore,Suresh Vaswani,Seed Funding,,http://instavans.com/
30-10-2015,LiftO,,Ridesharing Mobile app,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,130000,http://lifto.in/
30-10-2015,Toppr.com,,Competitive exam learning platform,Mumbai,InnoVen Capital,Private Equity,2000000,https://www.toppr.com/
30-10-2015,BeaconsTalk,,proximity marketing & Mobile Advertising platform,Mumbai,Puneet Bhatia & others,Seed Funding,80000,
30-10-2015,Kleeto,,Document Digitization platform,Gurgaon,GREX,Seed Funding,230000,
29-10-2015,Tavaga,,Investment management platform,Mumbai,Tracxn Syndicate,Seed Funding,,
29-10-2015,Moglix,,Industrial Toons Marketplace,Noida,"Accel Partner, Jungle Ventures",Private Equity,,http://www.moglix.com/
29-10-2015,ZopHop,,Public Commute helper App,Mumbai,"Amit Singhal, PK Gulati & others",Seed Funding,450000,http://www.zophop.com/
28-10-2015,UrDoorStep,,Online Grocery Store,Bangalore,Jupiter Capital,Private Equity,,http://www.urdoorstep.com/
28-10-2015,Smartivity.in,,Virtual Reality activity based learning platform,New Delhi,S Chand and Co Pvt Ltd,Seed Funding,200000,
28-10-2015,ORIGA Leasing,,Asset Financing platform,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,1100000,http://origaleasing.com/
27-10-2015,Care24,,Professional Health Services Platform,Mumbai,India Quotient,Seed Funding,350000,http://care24.co.in/
27-10-2015,Jombay,,Psychometric Test Online Software,Pune,Ventureworks India,Private Equity,,http://products.jombay.com/
27-10-2015,Happitoo,,Location based Nightlife recommendation  Platform,Mumbai,Unnamed investor,Seed Funding,77000,
27-10-2015,Roadrunnr,,Hyperlocal Logistics Service,Bangalore,"Sequoia Capital, Nexus Venture Partners",Private Equity,10000000,
27-10-2015,Simpli5d,,Online user engagement platform,Gurgaon,"Redcliffe Capital, YourNest Angel Fund",Private Equity,,http://nlpcaptcha.in/en/index.html
26-10-2015,Flexing It,,Professionals & Project Search Marketplace,New Delhi,undisclosed private investors,Seed Funding,500000,http://www.flexingit.com/
26-10-2015,Parcelled,,Online Logistics Platform,Bangalore,Delhivery,Private Equity,5000000,
26-10-2015,AlmaMapper,,Online Student & Campus Social Networking platform,Ahmedabad,Oswal Techno Ventures LLP,Seed Funding,400000,
26-10-2015,Netmeds.com,,Online Pharmacy,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity,50000000,http://www.Netmeds.com
26-10-2015,Razorpay,,Online Payment Gateway,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity,9000000,http://razorpay.com/
23-10-2015,Qik Stay,,Hotel Aggregator & booking platform,New Delhi,ID Enablers Pvt Ltd,Seed Funding,250000,http://qikstay.com/
23-10-2015,Frsh,,Online food ordering & Delivery service,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,1000000,http://frsh.com/#/
23-10-2015,Leaping Caravan,,Online food ordering & Delivery service,Gurgaon,Group of Angel investors,Seed Funding,150000,http://leapingcaravan.com/
23-10-2015,Medd,,Personal Diagnostic Mobile App,Mumbai,Group of Angel investors,Seed Funding,150000,
21-10-2015,White Owl Brewery,,Micro-Brewery,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,1530000,http://whiteowl.in/
21-10-2015,Stockal,,Personalized Stock Intelligence Platform,Bangalore,"R Natarajan, Mohan Alexander",Seed Funding,,http://stockal.com/
21-10-2015,MealHopper,,Home Made Food Marketplace,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,100000,
21-10-2015,Zenify.in,,residential rental management platform,Bangalore,"Atul Jalan, Shrikanth & Bharath",Seed Funding,640000,https://www.zenify.in/
21-10-2015,AgentDesks,,Real Estate Mobile CRM,New York/ India,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,2950000,http://www.agentdesks.com/
21-10-2015,Jiyo Natural,,Healthy Meals Food delivery platform,Bangalore,Indian Angel Network,Seed Funding,,http://www.jiyonatural.com/
20-10-2015,iChef.in,,Gourmet Meals Delivery,Mumbai,Springboard Ventures,Private Equity,,http://ichef.in/#/home
20-10-2015,Opinio,,Last Mile Delivery Service,Bangalore,"Delhivery, Sands Capital and Accel Partners",Private Equity,7000000,
20-10-2015,PrimaSeller,,Order Fulfillment SAAS platform,Bangalore,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others",Seed Funding,,https://primaseller.com/
20-10-2015,Attune Technologies,,Healthcare IT Solutions & services,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,10000000,http://attunelive.com/
19-10-2015,Holidify,,Travel Destination Discovery platform,New Delhi,Aarti Group,Seed Funding,100000,http://www.holidify.com/
19-10-2015,Citrus Payment,,Payments Solution platform,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,25000000,http://www.citruspay.com/
19-10-2015,LetsVenture,,Startup Funding Marketplace,Bangalore,"Accel Partners, Anupam Mittal & other marquee investors",Private Equity,,https://letsventure.com/
17-10-2015,S-Cube Futuretech,,Structural & Civil Engg Service Automation,Mumbai,Parampara Capital,Private Equity,1000000,http://www.s-cube.in/
16-10-2015,mShipper,,Crowdsourced Delivery platform,New Delhi,Vijai Laxmi,Seed Funding,,
16-10-2015,Homers.in,,Home rental platform,Gurgaon,"Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani",Seed Funding,,
16-10-2015,BolRealty,,Real Estate Insights platform,New Delhi,Manpreet Singh,Seed Funding,,
15-10-2015,Bounty App,,Online Purchase rewards app,Bangalore,"Fireside Ventures, Mumbai Angels MAPE Advisory Group.",Seed Funding,,
14-10-2015,Zappfresh,,Raw Meat & Ready to eat food etailer,Gurgaon,Undisclosed Investors,Seed Funding,77000,http://www.zappfresh.com/
14-10-2015,Gaana.com,,Music Streaming mobile app,Mumbai,Micromax Informatics Ltd,Private Equity,,http://Gaana.com
14-10-2015,AskMyGift,,Personalized Wish List creator app,Noida,Turning Ideas,Seed Funding,50000,http://askmygift.com/
14-10-2015,GymTrekker,,Gym Discovery platform,Mumbai,"Dewang Neralla,Roopak Taneja, Manisha Gupta",Seed Funding,,http://www.gymtrekker.com/
13-10-2015,Lookup,,Mobile Messaging Assistant App,Bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,2500000,
13-10-2015,Voodoo,,Mobile Only Shopping Assistant,New Delhi,SAIF Partners,Seed Funding,1000000,http://voodoo-mobile.com/
12-10-2015,Bizongo,,B2B marketplace for industrial goods,Mumbai,Accel Partners,Seed Funding,,https://bizongo.in/
12-10-2015,Zify,,Ride Sharing platform,Hyderabad,Sean O’Sullivan & Others,Seed Funding,190000,http://zify.co
12-10-2015,Faircent,,Online P2P lending marketplace,Gurgaon,Aarin Capital Partners,Private Equity,,http://www.Faircent.com
12-10-2015,Gridle,,Cloud Based Collaboration platform,Ahmedabad,LetsVenture,Seed Funding,100000,https://gridle.io/
12-10-2015,Mubble,,Prepaid Bill manager App,Bangalore,Accel Partners,Private Equity,,http://www.mubble.in/
12-10-2015,Tripoto,,global community for travellers,New Delhi,"500 Startups, IDG Ventures & Advantedge fund, Neeraj Arora, Leon Seynave",Private Equity,,http://www.tripoto.com/
09-10-2015,Inayo,,on-demand healthcare marketplace,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,300000,
09-10-2015,Stockroom.io,,Developer Portfolio Showcase platform,Hyderabad,Undisclosed Investors,Seed Funding,70000,http://stockroom.io/
09-10-2015,Curofy,,Doctors Network Mobile App,New Delhi,RoundGlass Partners,Private Equity,,https://curofy.com/
09-10-2015,Cloud Lending,,End-to-End Lending platform,Bangalore / San Mateo,SF Capital Group,Private Equity,8000000,http://cloudlendinginc.com/
09-10-2015,Kulzy,,Advertising & Marketing Community Networking platform,New Delhi,"Seedfund, Bedrock Ventures",Seed Funding,1000000,https://www.kulzy.com/
09-10-2015,WoNoBo,,360-degree view creating platform,Bangalore,Quikr,Private Equity,,
09-10-2015,Zeppery,,Food Ordering & Delivery App,New Delhi,Suyash Sharma,Seed Funding,77000,
08-10-2015,Mobikon,,Hotel Mobile CRM Software platform,Pune / Singapore,"Life.SREDA, Qualgro",Private Equity,,http://www.mobikontech.com/
08-10-2015,ZuperMeal,,Home Cooked Food marketplace & Delivery,Mumbai,"Sanjeev Kapoor,  Ravi Saxena & Others",Private Equity,2000000,
08-10-2015,Cube26,,Gesture based Mobile Development,New Delhi,"Tiger Global Management, Flipkart",Private Equity,7700000,
08-10-2015,Grabhouse,,Rental Accommodation Search platform,Bangalore,Sequoia and Kalaari Capital.,Private Equity,10000000,https://grabhouse.com/
08-10-2015,Quifers,,Logistics Tech Platform,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,310000,http://www.quifers.com/
07-10-2015,GoJavas,,Delivery & Logistics Service provider,Gurgaon,Snapdeal,Private Equity,20000000,http://gojavas.com/
07-10-2015,Naturally Yours,,Organic Food etailer,Mumbai,Sanjay Mehta,Seed Funding,,http://www.naturallyyours.in/
07-10-2015,SchoolGuru,,E-Learning Service Provider,Mumbai,High Networth Individuals from India & USA,Private Equity,3000000,http://www.schoolguru.in/
07-10-2015,Scandid,,Product Discovery & comparison App,Pune,Micromax Informatics,Private Equity,,http://scandid.in/
07-10-2015,StalkBuyLove,,Online Apparels Fashion brand,New Delhi,"Mato Peric, Peter Kabel & others",Private Equity,,http://www.stalkbuylove.com/
06-10-2015,Welcome Cure,,Online Homeopathy Clinic,Mumbai,Unnamed Media house and HNIs,Private Equity,6000000,http://www.welcomecure.com/
06-10-2015,Burger Singh,,QSR & Online delivery portal,Gurgaon,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Funding,500000,http://burgersinghonline.com/
06-10-2015,SportyBeans,,multi-sport program for preschoolers,Pune,YouWeCan Ventures,Seed Funding,,http://www.sportybeans.com/
06-10-2015,SportzVillage,,Sports Management & Physical Education Business,Bangalore,Gaja Capital Private Equity Fund,Private Equity,10000000,http://www.sportzvillage.com/
06-10-2015,WorkIndia,,Job Board,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed Funding,500000,http://www.workindia.in/
06-10-2015,DocPlexus,,Exclusive Platform for Doctors & Healthcare professionals,Pune,"Uniqorn ventures, ASP Consulting",Seed Funding,700000,http://www.docplexus.in/
05-10-2015,Voylla,,Fashion jewelry and accessories e-tailer,Jaipur,Peepul Capital,Private Equity,15000000,http://www.voylla.com/
05-10-2015,Nykaa,,Beauty & Wellness Products e-tailer,Mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",Private Equity,9500000,http://www.nykaa.com/
05-10-2015,IndiaLends,,Online Consumer Lending platform,New Delhi,"DSG consumer Partners, Paragon Partners",Private Equity,1000000,https://indialends.com/
05-10-2015,Rock N Shop,,Premium Apparel shopping portal,New Delhi,High Networth Individuals (undisclosed),Seed Funding,150000,http://www.rocknshop.com/
03-10-2015,Chillr,,Mobile Payments App,Mumbai,Sequoia Capital,Private Equity,6000000,https://www.chillr.in/
02-10-2015,Shopalyst,,Product discovery & recommendation platform,Bangalore,Kalaari Capital,Private Equity,2000000,http://www.shopalyst.com/
01-10-2015,EasyFix,,Professional Services Marketplace,Gurgaon,Axilor Ventures,Seed Funding,,http://www.easyfix.in/
01-10-2015,Indifi,,Easy Business Loans platform,Gurgaon,"Accel Partners, Elevar Equity, Pramod Bhasin, Rajan Anandan, Gaurav Dalmia, Abhishek Goyal, Gagan Hasteer , Arun Tadanki",Seed Funding,,http://www.indifi.com/
01-10-2015,Wydr,,Performance based Wholesale Marketplace,New Delhi,Sandeep Aggarwal,Seed Funding,,http://wydr.in/
01-10-2015,Muvizz,,Movie-on-demand platform,Singapore,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed Funding,350000,
01-10-2015,Abhibus,,bus ticketing and fleet management platform,Hyderabad,Paytm (One97 communications),Private Equity,,http://www.abhibus.com/
01-10-2015,Cleartax,,Online Income Tax Filing platform,New Delhi,Paytm (One97 communications),Private Equity,,https://cleartax.in/
30-09-2015,Eywa Media,,Digital Signal processing platform,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,1000000,http://eywamedia.com/
30-09-2015,FirstTouch,,Local Mobile OS,Gurgaon,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",Seed Funding,,http://www.firstouchmobile.com/
30-09-2015,RedDoorz,,Budget Accommodation Platform,Noida,Jungle Ventures,Seed Funding,1000000,https://www.reddoorz.com/india/
30-09-2015,Infoworks,,Big Data Management Platform,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,5000000,http://Infoworks.io
29-09-2015,Zakoopi,,Fashion Discovery platform,New Delhi,Uniqorn Ventures,Seed Funding,350000,
29-09-2015,LoanCircle,,Consumer lending marketplace,Bangalore,"Zishaan Hayath, Rahul Khanna & Others",Seed Funding,,http://www.Loancircle.in
29-09-2015,Brigge,,Activity Based Social Network,Chennai,The Chennai Angels,Seed Funding,,
29-09-2015,Hugefly,,Ecommerce Product recommendation platform,Pune,Mayank Singhal and others,Seed Funding,,
29-09-2015,Paytm,,E-Commerce & M-Commerce platform,New Delhi,"Alibaba Group, Ant Financial",Private Equity,680000000,http://www.paytm.com
29-09-2015,Inmobi,,Mobile Advertising platform,Bangalore,Tennenbaum Capital Partners & Others,Private Equity,100000000,http://www.inmobi.com/
29-09-2015,Peppertap,,Hyperlocal Grocery Delivery,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity,36000000,
28-09-2015,Ola Cabs,,Cab Booking app platform,Bangalore,Didi Kuaidi,Private Equity,30000000,https://www.olacabs.com/
28-09-2015,Quickli,,hyperlocal delivery platform,New Delhi,"500 Startups, Mato Peric & Others",Seed Funding,,
25-09-2015,TravelKhana,,online meal-booking platform for train travelers,New Delhi,Astarc Ventures & Others,Seed Funding,,http://www.TravelKhana.com
24-09-2015,Licious,,Online Meat Ordering platform,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,1000000,http://www.licious.in/
24-09-2015,Fourth Partner Energy,,Solar Power Solutions company,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,2000000,http://www.fourthpartner.co/
24-09-2015,Capabiliti,,Employee OnBoarding & Orientation platform,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,400000,
24-09-2015,Quintype,,Data Driven Publishing platform,Bangalore,Raghav Bahl,Private Equity,3300000,https://www.quintype.com/
23-09-2015,SilverPush,,Cross-device retargeting platform,Gurgaon / SFO,M&S Partners,Private Equity,1200000,http://www.silverpush.co/
23-09-2015,InnerChef,,Food Delivery Platform,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,1750000,http://www.innerchef.com/
23-09-2015,Credihealth,,Healthcare Consulting platform,Gurgaon,Rajat Malhotra,Seed Funding,,http://www.credihealth.com/
23-09-2015,Amigobulls,,Stock Market Portal,Bangalore,"Sharad Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others",Seed Funding,,http://amigobulls.com/
23-09-2015,Juggernaut,,Digital & Physical Publishing platform,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,2250000,http://www.juggernaut.in/
22-09-2015,VillFarm,,Sustainable Agri-inputs Firm,Bangalore,"Unitus Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards",Seed Funding,,
22-09-2015,Virtual Logic,,"virtual reality, 3d simulation and stereoscopic products",Bangalore,Swarnim Multiventures,Private Equity,800000,
22-09-2015,Bestdealfinance,,Financial Services Portal,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Equity,3000000,
22-09-2015,The Man Company,,Content-based Subscription eCommerce platform,New Delhi,"Karan Bajwa, Amanpreet Bajaj, Manish Vij",Seed Funding,,http://www.themancompany.com/
22-09-2015,GameXS.in,,Pre-owned games Marketplace,New Delhi,Lead Angels,Seed Funding,,http://www.GameXS.in
22-09-2015,Furdo,,Online Interior Designing platform,Bangalore,Bhavdeep Reddy,Seed Funding,400000,http://www.furdo.com/
22-09-2015,LogiNext,,End-to-end Logistics platform,Mumbai,Paytm,Private Equity,10000000,http://www.loginextsolutions.com/
22-09-2015,Korra,,Private Label Apparel sales,New Delhi,Asha Jadeja Motwani & Others,Seed Funding,300000,http://korra.in/
21-09-2015,DishCo,,Food discovery & table booking app,Mumbai,"Anand Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra",Seed Funding,,
21-09-2015,Portea Medical,,Home Medical Care Services,Bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,37500000,http://www.portea.com/
21-09-2015,Neotrade Analytics,,Real-Time stock data platform,Bangalore,Rainmatter,Seed Funding,235000,
21-09-2015,ConnectAbank,,Financial Products lead generation platform,Mumbai,Prakhar Bumb,Seed Funding,,http://connectabank.com/
21-09-2015,LafaLafa,,coupons and cashback aggregator app,Mumbai,500 Startups,Seed Funding,125000,
19-09-2015,DailyNinja,,Hyperlocal Delivery Platform,Bangalore,"Aprameya Radhakrishna, Naman Sarawagi, Afsal Salu,",Seed Funding,,http://www.dailyninja.in/
18-09-2015,LabStreet,,Diagnostic Labs aggregator platform,Gurgaon,Multiple investors,Seed Funding,150000,
18-09-2015,CureJoy,,Online Health & Wellness platform,Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,1150000,http://www.curejoy.com/
18-09-2015,Briston Technomach,,Internet of Things platform,New Delhi,,Seed Funding,150000,
18-09-2015,Plabro,,Real Estate Broker Platform App,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,350000,
17-09-2015,YepMe,,Private label Fashion eTailer,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,75000000,http://www.yepme.com/
17-09-2015,Paintcollar,,Designer Merchandize Marketplace,Mumbai,Applyifi,Seed Funding,,http://paintcollar.com/
17-09-2015,Bueno,,Online Food ordering & delivery,Gurgaon,High Networth Individuals (No details),Seed Funding,600000,http://bueno.kitchen/
17-09-2015,UniLog,,ECommerce Data Analytics Platform,Bangalore,Kalaari Capital,Private Equity,,http://www.unilogcorp.com/
16-09-2015,XSTOK,,B2B Mobile Auction Marketplace,Mumbai,Oliphans Capital,Seed Funding,450000,http://www.xstok.com/
16-09-2015,WedmeGood.com,,Wedding Planning Platform,Gurgaon,Indian Angel Network,Seed Funding,410000,https://www.wedmegood.com/
16-09-2015,ChaiPoint,,Food Subscription platform,Bangalore,Eight Roads Ventures,Private Equity,10000000,http://chaipoint.com/
15-09-2015,FYNE,,Home Fitting & Fixtures Marketplace,Bangalore,Sandeep Dama & Others,Seed Funding,,http://www.fyne.in/
15-09-2015,Room on Call,,Branded Budget Hotel Marketplace,Noida,Payal Syal,Seed Funding,300000,https://www.roomoncall.in/
15-09-2015,Tea Trails,,Chain of Tea Café’s,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,1000000,http://www.teatrailsindia.com/
15-09-2015,Mubble,,Prepaid Mobile Bill Manager App,Bangalore,Nandan Nilekani,Seed Funding,,http://www.mubble.in/
15-09-2015,MoEngage,,Mobile Marketing Automation Platform,Bangalore,"Helion Venture Partners, Exfinity Ventures",Private Equity,4250000,http://www.moengage.com/
15-09-2015,Coverfox,,Online Insurance Distribution Platform,Mumbai,Cataraman Ventures,Private Equity,2000000,http://www.coverfox.com/
14-09-2015,Ola Cabs,,Cab rental Mobile app,Bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity,225000000,https://www.olacabs.com/
14-09-2015,Shadowfax,,Hyperlocal Delivery Services,Gurgaon,Eight Roads Ventures,Private Equity,9000000,http://shadowfax.in/
14-09-2015,UE Life Sciences,,Early Cancer Detection Solutions,US/India,"Aarin Capital, Unitus Seed Fund",Private Equity,3000000,http://www.uelifesciences.com/
14-09-2015,CanvasFlip,,Mobile App testing platform,Hyderabad,Bessemer Venture Partners,Seed Funding,1200000,http://canvasflip.com/index.php
12-09-2015,YatraGenie,,Online Bus & Cab ticketing platform,Hyderabad,Ash Bhardwaj,Private Equity,,
12-09-2015,CredR,,Used Vehicles Marketplace,Mumbai,Eight Road Ventures,Private Equity,15000000,http://www.credr.com/
11-09-2015,Renomania,,Home Design & Décor platform,New Delhi,Subodh Gupta,Seed Funding,,http://www.renomania.com
11-09-2015,Zapyle,,pre-used apparel shopping mobile app,Bangalore,,Seed Funding,1000000,http://Zapyle.com
11-09-2015,Envoged,,pre-used luxury item Marketplace,Mumbai,"Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar",Seed Funding,,
11-09-2015,FitMeIn,,Gym & Fitness Studios Subscription platform,New Delhi,Green House Ventures,Seed Funding,100000,http://fitmein.in/index.html
10-09-2015,The/Nudge Foundation,,Non Profit Organization to alleviate poverty,Bangalore,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,315000,http://www.thenudge.org/
10-09-2015,IndustryBuying,,Industrial Tools Marketplace,New Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,9200000,http://www.industrybuying.com/
10-09-2015,OnlineTyari,,Multilingual Test Preparation Platform,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,770000,https://onlinetyari.com/
08-09-2015,MockBank,,Government Test Preparation platform,Bangalore,Blume Ventures,Seed Funding,400000,http://www.mockbank.com/
08-09-2015,ReportBee,,Smart Report Cards for Schools,Chennai,India Educational Investment Fund,Seed Funding,,https://www.reportbee.com/
08-09-2015,GuruG Learning,,Teacher empowerment platform,Bangalore,India Educational Investment Fund,Seed Funding,,http://www.guruglearning.com/
07-09-2015,Sahayog Dairy,,Dairy Based Product Manufacturer,Bhopal,Acumen Fund,Private Equity,1800000,http://www.sahayogdairy.com/
07-09-2015,Zomato,,Restaurant Ratings & Reviews platform,Gurgaon,"Temasek, Vy Capital",Private Equity,60000000,
07-09-2015,Prozo,,Study Material Marketplace,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,205000,http://www.prozo.com/
07-09-2015,YouthKiAwaaz,,Community Driven News/Views Platform,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,600000,http://www.youthkiawaaz.com/
04-09-2015,RoomCentral,,Cloud-based Hotel Booking Platform,Bangalore,Karanpal Singh,Seed Funding,2000000,http://www.roomcentral.com/
04-09-2015,Blubox,,ECommerce Brands’ Full Service Agency,Mumbai,Ashish Jhalani,Seed Funding,100000,http://www.blubox.in/
04-09-2015,Clapsnslaps,,Online Movie Review Platform,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,150000,
03-09-2015,MeraDoctor,,Doctor consultancy Mobile App,Mumbai,India Quotient & other investors,Seed Funding,,
03-09-2015,Jobspire,,Job Search Platform,Bangalore,Purvi Capital,Seed Funding,260000,
03-09-2015,Vistaar Finance,,Small Business Financing (NBFC),Bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,  Lok Capital",Private Equity,40000000,http://www.vistaarfinance.com/
03-09-2015,HiJinny,,Beauty & Wellness Services Marketplace,Mumbai,CMYK Health Boutique Pvt Ltd & Other individual investors,Seed Funding,,
